customer_id,age,income,credit_score,loan_amount,loan_term,previous_defaults,bureau_score,external_data_score,default_risk,loan_purpose_Business,loan_purpose_Education,loan_purpose_Home,loan_purpose_Personal,repayment_behavior_Good,repayment_behavior_Poor
93,64,150299,432,467403,60,3,435,94,1,True,False,False,False,False,False
94,41,189578,839,146503,48,4,583,7,1,False,False,False,False,False,True
95,43,25668,834,473883,12,3,650,48,1,True,False,False,False,False,False
96,42,198267,795,356771,12,2,316,88,1,False,False,True,False,False,True
97,62,93233,668,95381,12,3,514,54,1,False,False,False,False,True,False
98,58,175489,398,357171,24,0,694,63,1,False,False,True,False,True,False
99,46,101982,616,257641,24,0,698,73,0,False,False,False,True,False,True
100,32,126133,422,191444,60,3,713,80,1,False,True,False,False,True,False
101,62,30751,619,337510,48,3,543,2,1,True,False,False,False,False,False
102,18,66218,794,99176,36,1,394,35,1,False,True,False,False,True,False
103,42,146649,756,124667,48,3,305,98,1,True,False,False,False,True,False
104,24,27352,821,340014,24,0,386,22,1,False,False,True,False,False,False
105,26,108835,819,52387,24,2,488,83,0,False,False,False,False,False,False
106,41,117493,614,188999,60,0,719,64,0,False,False,False,False,True,False
107,18,48927,841,276448,36,1,366,59,1,True,False,False,False,True,False
108,61,192166,778,284176,12,3,547,49,1,False,False,True,False,True,False
109,25,121948,319,96291,36,2,506,52,1,True,False,False,False,False,True
110,41,49493,429,380033,36,0,504,21,1,True,False,False,False,False,True
111,28,51707,592,64486,36,2,618,12,0,True,False,False,False,True,False
112,68,158368,431,70552,60,4,382,11,1,False,False,False,False,True,False
113,34,176470,655,472060,24,0,723,54,0,True,False,False,False,False,False
114,25,55842,353,427870,12,4,381,83,1,False,False,False,False,True,False
115,52,33261,686,44244,36,2,848,70,0,False,False,False,True,True,False
116,52,96709,564,404158,12,3,786,14,1,False,False,True,False,False,True
117,50,115985,514,55697,36,3,432,33,1,False,False,False,True,False,True
118,22,126616,759,393175,24,3,414,77,1,True,False,False,False,False,True
119,59,87173,757,269837,12,4,676,26,1,False,False,False,False,False,False
120,56,51781,342,192823,48,3,510,14,1,False,False,True,False,True,False
121,58,33652,577,86098,24,1,431,88,1,False,True,False,False,False,True
122,45,25103,429,11259,12,0,673,48,1,False,False,True,False,False,False
123,24,45500,649,124746,36,0,453,65,0,False,False,True,False,True,False
124,26,120336,843,112772,36,2,722,46,0,True,False,False,False,True,False
125,25,186601,405,122928,24,4,665,55,1,False,False,False,True,False,False
126,29,133499,300,403158,24,0,446,94,1,False,False,False,True,True,False
127,51,169524,731,52419,36,4,426,74,1,False,True,False,False,False,False
128,50,69393,605,369236,12,2,607,74,0,True,False,False,False,False,False
129,65,182246,826,323249,48,3,417,92,1,False,False,True,False,False,True
130,40,186508,352,201979,60,2,872,68,1,False,False,False,True,False,False
131,41,67406,819,163455,24,1,530,78,0,False,False,False,True,False,True
132,54,83059,629,28404,36,3,750,12,1,False,False,False,False,True,False
133,52,167026,624,339800,12,3,799,54,1,False,False,True,False,False,True
134,61,102722,413,141774,24,3,444,64,1,True,False,False,False,False,False
135,57,32356,446,472099,12,2,348,47,1,False,False,False,True,False,True
136,39,148128,465,105965,24,1,406,37,1,True,False,False,False,True,False
137,44,22187,678,61332,36,4,392,74,1,False,False,True,False,False,True
138,52,97243,438,175491,12,2,439,41,1,False,False,True,False,True,False
139,18,55098,598,226648,36,0,613,27,0,False,False,False,True,False,False
140,52,172297,575,108182,12,0,310,42,1,False,True,False,False,False,True
141,54,154678,477,378539,24,2,747,76,1,True,False,False,False,True,False
142,64,77620,653,369763,60,4,694,86,1,True,False,False,False,True,False
143,31,183900,453,486294,60,0,804,68,1,False,False,False,False,False,True
144,20,146270,500,113269,48,4,677,29,1,False,False,True,False,False,True
145,18,177561,414,340988,48,3,660,36,1,False,False,True,False,False,True
146,22,34387,367,437458,36,2,847,57,1,False,False,False,True,False,True
147,43,89463,744,392127,12,3,872,78,1,False,False,False,True,False,True
148,31,153663,744,39142,48,0,860,12,0,False,False,False,True,True,False
149,56,199588,625,114699,24,4,695,45,1,False,False,False,False,False,False
150,44,111683,658,101226,60,3,485,20,1,False,True,False,False,True,False
151,26,82061,444,274537,12,0,520,45,1,False,False,False,True,False,True
152,32,101257,574,206011,60,1,817,23,0,False,False,False,True,False,True
153,32,81753,808,205154,12,3,599,62,1,False,False,False,True,False,False
154,43,104774,478,107281,48,1,474,86,1,False,False,False,False,False,True
155,59,162159,776,427109,48,1,670,34,0,True,False,False,False,False,False
156,30,181888,713,14388,36,0,808,21,0,False,True,False,False,False,True
157,68,43408,452,67969,12,2,503,51,1,True,False,False,False,True,False
158,49,144116,403,41660,24,4,581,9,1,False,False,True,False,False,False
159,56,151208,374,94244,48,0,715,74,1,False,False,True,False,True,False
160,66,37413,427,422942,36,3,332,10,1,False,False,False,True,False,True
161,69,133650,644,84544,48,4,381,52,1,True,False,False,False,True,False
162,49,79500,830,237625,60,2,782,45,0,False,False,False,False,True,False
163,21,104514,458,199068,48,0,447,52,1,False,True,False,False,True,False
164,47,76358,837,398327,12,2,794,30,0,True,False,False,False,False,False
165,54,86197,725,120370,36,3,469,64,1,True,False,False,False,False,False
166,40,183926,322,22545,12,0,306,97,1,False,True,False,False,False,False
167,56,96240,346,438384,24,3,679,2,1,True,False,False,False,True,False
168,62,36322,824,138451,24,4,733,49,1,True,False,False,False,True,False
169,32,133053,443,231845,48,4,333,96,1,False,True,False,False,False,True
170,60,26968,718,354490,36,2,862,45,0,False,False,False,False,False,False
171,46,47518,384,177192,36,2,437,17,1,False,True,False,False,False,True
172,53,71925,715,284953,36,4,666,28,1,False,False,False,True,True,False
173,30,131900,781,451029,36,1,405,45,1,False,False,False,True,False,False
174,49,113422,755,472221,48,4,331,17,1,False,False,False,True,False,True
175,24,21700,596,295111,12,0,823,59,0,False,False,False,True,True,False
176,68,113782,411,407964,48,3,467,14,1,False,False,True,False,True,False
177,39,43199,529,28424,12,4,377,10,1,False,False,False,False,True,False
178,45,195661,395,484728,60,4,845,98,1,False,False,True,False,False,False
179,19,183187,677,422130,60,3,508,78,1,True,False,False,False,False,False
180,59,25520,455,231675,12,3,710,81,1,True,False,False,False,False,True
181,62,129814,720,375555,48,0,307,86,1,False,True,False,False,True,False
182,23,187527,404,214550,24,3,526,18,1,False,False,False,True,False,False
183,45,143364,629,417707,48,2,474,35,0,False,True,False,False,False,False
184,45,192677,738,185526,24,4,380,48,1,True,False,False,False,True,False
185,61,34955,431,337213,48,3,356,58,1,False,False,False,True,True,False
186,61,195121,681,187997,36,0,434,18,1,False,False,False,False,False,True
187,37,164989,437,356263,36,3,537,52,1,True,False,False,False,False,True
188,47,84925,569,42049,60,4,771,30,1,False,True,False,False,False,True
189,28,127216,849,294965,60,1,516,37,0,False,True,False,False,False,False
190,45,90269,695,362941,12,3,325,40,1,True,False,False,False,False,False
191,42,182026,763,166017,24,2,486,6,0,False,False,True,False,False,False
192,56,61458,749,415600,36,4,415,79,1,False,False,False,False,False,False
193,50,109037,630,426626,48,0,462,35,0,True,False,False,False,False,False
194,18,172185,552,82734,12,4,713,26,1,True,False,False,False,True,False
195,44,119977,584,461982,48,1,477,91,0,False,True,False,False,False,True
196,69,63939,573,230962,36,0,579,30,0,False,False,False,True,False,True
197,30,49345,319,405385,36,1,511,75,1,False,False,False,True,False,True
198,58,197385,538,438345,36,1,353,24,1,False,False,False,True,False,True
199,20,130107,569,364589,36,2,366,55,1,False,True,False,False,True,False
200,56,141866,717,8830,48,3,843,78,1,False,False,False,True,False,False
201,23,89166,609,454522,12,2,819,87,0,True,False,False,False,False,False
202,25,198933,330,354084,36,2,798,9,1,False,False,True,False,False,False
203,44,117406,403,201339,60,2,730,62,1,False,False,True,False,False,True
204,26,69298,485,163829,12,0,345,18,1,False,False,True,False,False,True
205,54,198293,427,68867,60,3,891,51,1,False,False,False,True,True,False
206,50,64942,509,433866,48,3,334,19,1,False,False,True,False,True,False
207,68,23453,713,169838,36,0,488,69,0,False,False,False,True,False,False
208,59,122811,580,479694,12,2,388,82,1,True,False,False,False,False,False
209,61,74935,552,299563,36,2,634,33,0,True,False,False,False,False,False
210,41,142439,318,283812,36,1,435,38,1,False,True,False,False,False,False
211,32,194442,435,414462,12,1,845,13,1,False,True,False,False,False,False
212,49,28328,522,29996,36,4,412,49,1,False,False,False,False,False,False
213,49,35534,302,318456,36,1,471,73,1,True,False,False,False,False,True
214,41,105280,535,139137,24,3,638,90,1,False,False,False,True,True,False
215,58,56320,764,277611,24,0,854,53,0,False,False,False,False,True,False
216,69,69170,527,448862,12,2,824,1,0,True,False,False,False,False,True
217,66,120546,798,246452,12,4,473,12,1,False,False,False,True,False,False
218,66,100201,820,157079,36,1,631,24,0,True,False,False,False,False,False
219,69,28640,438,204151,60,4,506,1,1,True,False,False,False,False,False
220,29,181121,575,295846,12,0,642,68,0,False,False,False,True,True,False
221,56,156690,590,99369,36,0,403,7,1,True,False,False,False,True,False
222,19,152992,352,80569,60,4,339,92,1,True,False,False,False,False,False
223,20,63937,409,321096,24,4,322,69,1,True,False,False,False,False,False
224,66,163279,303,456281,12,4,551,39,1,False,True,False,False,False,True
225,54,184044,346,39169,36,2,589,32,1,False,False,True,False,False,False
226,66,161871,393,21829,24,3,501,49,1,True,False,False,False,False,True
227,34,179988,512,458351,48,1,454,31,0,False,False,False,True,False,False
228,66,90463,735,9522,24,1,866,79,0,True,False,False,False,False,False
229,19,113500,807,352831,36,1,405,3,1,False,True,False,False,False,False
230,19,57158,504,433535,60,4,559,47,1,False,True,False,False,False,True
231,45,104607,680,387478,48,4,499,15,1,True,False,False,False,False,True
232,40,139639,372,424759,48,4,516,51,1,False,False,False,False,False,True
233,54,91696,815,123576,48,2,710,82,0,False,False,True,False,True,False
234,49,81510,375,384563,12,2,858,85,1,False,False,False,True,True,False
235,50,140076,376,166545,36,2,416,74,1,False,False,False,True,False,False
236,18,78692,709,274843,48,2,723,21,0,False,False,False,True,False,True
237,36,150841,405,73165,24,0,511,90,1,False,False,False,True,False,True
238,19,35810,775,438671,60,2,454,41,0,False,True,False,False,False,False
239,61,156198,574,80692,36,2,562,3,0,False,False,True,False,False,False
240,43,181081,387,22441,24,2,806,1,1,True,False,False,False,False,False
241,49,131718,376,35716,12,1,450,21,1,True,False,False,False,False,False
242,23,110932,376,67175,48,1,511,75,1,False,False,False,False,False,True
243,49,20192,741,11834,24,1,491,80,0,True,False,False,False,True,False
244,21,56413,839,266609,36,3,397,99,1,False,False,True,False,False,True
245,28,163888,544,23179,24,0,840,21,0,True,False,False,False,True,False
246,34,59082,681,293363,12,4,471,75,1,False,True,False,False,False,False
247,55,85048,441,108153,60,2,670,95,1,True,False,False,False,True,False
248,41,143130,667,151854,48,1,454,49,0,False,False,False,True,False,True
249,22,70940,383,479579,36,0,439,65,1,False,False,False,True,False,True
250,69,183202,442,258975,48,2,555,41,1,False,False,False,True,False,True
251,51,60142,651,79967,48,3,715,96,1,False,False,False,True,False,True
252,23,56468,844,369598,48,4,628,67,1,False,True,False,False,False,True
253,39,181770,451,14496,24,2,677,96,1,False,True,False,False,False,True
254,28,161727,457,224939,24,4,565,42,1,False,True,False,False,False,False
255,65,198969,745,175310,60,2,840,69,0,True,False,False,False,True,False
256,33,181147,602,51025,12,3,438,57,1,False,False,False,True,False,False
257,50,160431,749,265281,36,0,896,43,0,False,False,False,False,True,False
258,26,149048,523,327030,24,4,811,12,1,False,False,False,False,True,False
259,23,62056,342,421779,48,4,548,78,1,False,False,False,True,True,False
260,33,71831,563,270856,12,0,607,64,0,False,False,True,False,False,True
261,46,79191,302,361211,36,4,872,51,1,True,False,False,False,False,True
262,20,141948,567,312633,36,1,518,73,0,False,False,False,False,False,True
263,37,184344,315,37664,36,0,883,60,1,False,True,False,False,True,False
264,53,128117,633,246871,36,3,592,71,1,False,False,True,False,True,False
265,36,34671,763,148492,60,2,709,80,0,False,True,False,False,True,False
266,43,47048,358,452826,36,2,497,28,1,False,False,True,False,False,False
267,20,45963,476,272459,12,0,379,71,1,False,False,True,False,False,True
268,36,63954,362,469133,24,1,684,14,1,True,False,False,False,False,True
269,37,115430,606,342177,12,3,436,32,1,False,True,False,False,False,True
270,49,20717,545,230648,48,2,512,8,0,False,True,False,False,False,False
271,24,31676,588,122862,60,2,506,27,0,False,False,False,False,False,False
272,69,155506,631,496127,60,1,432,50,1,False,False,False,True,False,False
273,58,138696,826,84030,48,4,465,59,1,False,False,False,True,True,False
274,50,150830,554,68910,12,0,802,57,0,False,False,False,False,False,False
275,57,24994,809,233360,12,1,729,3,0,False,False,True,False,True,False
276,56,24234,762,459188,48,1,479,27,0,False,False,False,False,True,False
277,35,89300,498,388219,36,1,420,94,1,False,False,False,False,False,True
278,57,63949,570,226965,36,1,473,34,0,False,True,False,False,False,True
279,18,57405,363,323063,24,4,630,26,1,False,False,False,False,False,False
280,28,54872,529,480702,12,3,367,40,1,False,False,True,False,True,False
281,45,62215,548,217360,12,1,437,86,1,False,False,False,True,True,False
282,42,43185,545,402348,48,1,607,32,0,True,False,False,False,True,False
283,67,194514,456,394297,48,0,629,41,1,False,False,False,False,False,True
284,40,61153,387,46598,36,2,537,2,1,False,False,False,False,False,True
285,48,97535,612,492028,12,4,829,72,1,False,True,False,False,False,True
286,47,153653,365,418767,12,1,375,7,1,False,True,False,False,False,True
287,59,71717,319,490727,60,3,450,19,1,False,False,False,False,False,True
288,52,22763,332,335350,24,3,615,33,1,False,False,False,False,False,True
289,24,112910,372,342044,24,3,336,2,1,False,False,True,False,False,False
290,33,75480,642,31296,36,0,425,67,1,False,False,False,True,False,False
291,43,189831,432,488432,12,3,585,92,1,False,False,False,True,False,False
292,65,138094,354,154138,60,0,539,78,1,True,False,False,False,False,False
293,69,176379,360,164964,12,4,519,15,1,False,False,False,True,True,False
294,66,31064,819,80577,48,3,306,21,1,True,False,False,False,False,True
295,19,96848,571,210662,36,2,515,78,0,False,True,False,False,False,True
296,18,57548,545,82173,24,1,885,59,0,True,False,False,False,False,False
297,65,188017,475,474509,12,4,592,82,1,True,False,False,False,True,False
298,29,199009,616,69771,36,2,838,39,0,False,False,False,True,False,False
299,22,26476,430,425700,24,4,783,20,1,False,False,False,False,False,True
300,54,110101,401,345009,12,3,342,1,1,False,True,False,False,False,False
301,49,22382,609,104074,60,4,606,73,1,False,False,True,False,True,False
302,26,196348,591,425331,36,4,392,9,1,True,False,False,False,False,True
303,58,184474,794,162110,12,4,882,51,1,True,False,False,False,True,False
304,52,178018,660,41622,24,0,568,38,0,True,False,False,False,False,False
305,36,99698,637,303030,24,2,514,93,0,False,False,False,False,False,True
306,65,173407,309,449500,60,3,413,15,1,False,False,True,False,True,False
307,33,65095,348,145973,36,1,484,84,1,False,False,False,True,True,False
308,20,149974,786,323521,36,3,424,41,1,False,True,False,False,True,False
309,37,47197,620,87910,12,3,404,94,1,False,False,False,False,False,True
310,41,147619,432,185934,24,0,536,47,1,False,False,True,False,False,True
311,50,42010,382,386136,24,0,457,26,1,False,True,False,False,False,False
312,41,175195,356,168878,60,4,773,54,1,False,False,False,True,False,False
313,69,107923,675,153731,60,3,804,70,1,False,True,False,False,False,True
314,28,153962,648,159525,36,2,573,39,0,True,False,False,False,True,False
315,66,150526,570,428714,24,0,416,17,1,True,False,False,False,False,True
316,25,129162,782,468609,12,0,873,70,0,False,False,False,False,False,True
317,53,140927,410,283456,48,2,835,92,1,False,True,False,False,False,True
318,55,28026,375,268580,12,0,359,9,1,True,False,False,False,False,True
319,57,84925,457,294713,60,2,700,91,1,False,False,False,False,False,False
320,37,88842,831,457029,12,1,479,99,0,False,False,False,False,False,False
321,52,53665,628,121787,24,2,531,46,0,False,False,False,False,True,False
322,65,29277,421,95485,36,1,775,6,1,False,False,False,True,False,True
323,42,193311,340,471445,48,4,544,68,1,True,False,False,False,False,True
324,52,198736,466,182058,36,4,892,16,1,True,False,False,False,False,False
325,42,68008,322,369699,48,0,867,87,1,False,False,True,False,False,False
326,46,34683,578,189249,48,2,512,87,0,False,False,False,True,False,True
327,35,151742,768,407521,24,0,758,29,0,True,False,False,False,False,False
328,63,168961,699,37646,24,2,427,41,1,True,False,False,False,False,True
329,35,195607,308,491054,60,0,516,68,1,False,False,True,False,True,False
330,19,98542,312,81126,60,4,319,62,1,False,True,False,False,True,False
331,52,74319,351,122922,48,4,866,40,1,False,True,False,False,True,False
332,33,112067,508,260217,60,0,359,62,1,False,False,False,True,False,True
333,58,172711,849,307574,24,2,428,24,1,False,False,False,False,False,False
334,53,167705,701,389382,60,3,856,6,1,False,False,True,False,True,False
335,50,185732,490,73659,48,2,496,40,1,False,False,True,False,False,True
336,21,88975,350,120341,36,0,791,70,1,True,False,False,False,True,False
337,50,183244,692,9158,12,2,803,58,0,True,False,False,False,True,False
338,31,121158,599,79236,60,1,546,14,0,False,False,True,False,False,False
339,38,31577,495,81067,24,2,559,78,1,False,False,False,False,False,True
340,65,97299,716,163810,36,4,646,45,1,False,True,False,False,False,False
341,37,40176,719,14879,24,4,496,99,1,False,False,False,True,False,False
342,25,195458,821,141615,60,1,406,6,1,False,True,False,False,False,False
343,24,83972,655,117284,48,2,459,23,0,False,False,False,True,True,False
344,20,140018,447,183996,12,3,721,62,1,False,False,False,False,True,False
345,34,192075,664,440564,12,2,506,84,0,False,False,True,False,True,False
346,50,39996,663,351261,36,4,612,17,1,False,False,False,False,False,True
347,65,120922,701,434895,12,4,731,84,1,False,False,True,False,False,False
348,29,106598,791,215190,48,0,534,70,0,True,False,False,False,True,False
349,68,55931,528,48888,24,4,626,28,1,False,False,False,True,False,False
350,39,144168,836,297420,48,0,778,13,0,True,False,False,False,False,False
351,39,186782,567,9799,36,4,727,29,1,False,False,True,False,False,False
352,63,143099,704,488843,36,4,399,45,1,False,False,False,True,False,False
353,47,54693,310,229842,12,3,537,20,1,False,False,False,True,False,False
354,55,186812,619,379673,48,0,406,58,1,True,False,False,False,True,False
355,55,128944,425,391857,24,0,663,81,1,False,False,False,True,False,True
356,62,37374,605,95141,48,4,792,54,1,False,False,True,False,False,True
357,68,101471,810,458774,24,0,342,99,1,False,False,True,False,False,True
358,25,65913,388,382157,24,4,874,64,1,True,False,False,False,False,True
359,44,143683,654,434750,48,4,372,52,1,False,False,False,False,False,False
360,44,64516,651,298812,60,2,603,43,0,False,False,True,False,True,False
361,51,107796,313,140183,48,0,304,87,1,False,False,True,False,True,False
362,38,46069,556,422902,24,1,887,18,0,False,False,False,True,False,False
363,47,138333,508,208623,36,0,648,84,0,False,False,False,True,False,False
364,50,104811,580,339536,36,0,699,54,0,False,False,True,False,True,False
365,45,138028,742,21490,12,3,894,60,1,True,False,False,False,True,False
366,64,59178,688,433410,36,1,732,71,0,False,False,False,False,False,True
367,50,52821,782,412713,60,1,871,1,0,False,False,False,True,False,True
368,22,36999,446,255138,24,3,406,37,1,False,False,False,True,False,True
369,65,58712,578,451732,48,3,416,49,1,False,False,False,False,True,False
370,36,191244,820,122219,48,0,682,35,0,False,False,False,True,False,True
371,21,53722,733,486946,60,2,381,67,1,True,False,False,False,True,False
372,52,30625,443,49104,36,3,709,35,1,False,False,False,True,True,False
373,66,26859,588,10316,24,1,369,93,1,False,False,False,True,False,False
374,34,192681,685,43130,36,1,686,9,0,False,False,True,False,True,False
375,61,194379,313,468445,12,0,823,37,1,True,False,False,False,False,False
376,45,130986,556,374438,36,2,596,60,0,True,False,False,False,False,False
377,47,41839,645,297098,12,4,364,56,1,False,False,True,False,True,False
378,46,47216,644,380581,48,3,874,89,1,False,True,False,False,True,False
379,63,72953,699,419868,24,3,477,12,1,False,False,False,False,False,True
380,23,69522,506,150250,12,0,307,71,1,True,False,False,False,True,False
381,52,155958,471,187235,36,2,458,71,1,False,True,False,False,False,True
382,58,131249,763,412967,36,1,310,4,1,False,False,False,False,False,True
383,54,27485,569,464177,48,1,710,61,0,True,False,False,False,True,False
384,41,182527,520,401260,60,4,454,45,1,False,False,False,True,False,True
385,46,167839,451,68165,60,1,505,95,1,True,False,False,False,False,False
386,66,132701,482,409696,36,3,414,50,1,False,False,False,False,False,False
387,63,179525,698,201511,60,4,678,50,1,False,True,False,False,True,False
388,48,122638,371,442090,24,2,898,74,1,False,False,False,True,True,False
389,52,32226,717,240605,60,4,649,48,1,False,False,False,False,True,False
390,50,113405,582,71775,24,2,397,23,1,False,False,False,False,False,False
391,69,42588,373,404782,36,1,318,90,1,True,False,False,False,False,True
392,38,182781,654,352455,36,0,612,87,0,False,False,True,False,False,False
393,49,198860,796,58149,36,4,827,93,1,False,False,True,False,False,True
394,40,57019,627,401222,48,4,856,8,1,False,False,False,True,False,True
395,50,196020,834,339705,60,3,744,83,1,False,False,False,False,True,False
396,20,85133,746,417639,12,3,530,29,1,False,True,False,False,True,False
397,35,134444,672,95710,12,2,658,43,0,False,False,False,True,True,False
398,42,137603,661,97199,36,0,682,53,0,False,False,False,True,False,False
399,59,178598,392,170024,60,3,811,6,1,True,False,False,False,False,False
400,48,148585,620,32326,24,3,343,93,1,False,True,False,False,False,False
401,20,63395,623,384416,12,1,664,24,0,False,False,False,False,True,False
402,57,175103,683,36139,36,1,410,74,1,False,False,False,False,True,False
403,63,145814,645,198175,12,3,522,14,1,False,False,False,False,False,True
404,41,188773,402,196929,12,2,685,52,1,False,False,False,True,False,True
405,67,132599,514,340782,12,0,564,70,0,True,False,False,False,True,False
